CREWE, Rt. Hon. ROBERT, 1st MARQUESS OF	
CRICHTON, Lieutenant-Colonel GERALD C.L.	
CRIPPS, Rt. Hon. Sir R. STAFFORD, C.H.	Q332405
CROFT, CAROLE M.	
CROFT, STANLEY E.	
CROFT, SIR WILLIAM D.	
CROISDALE-APPLEBY, LINDSAY	Q17418663
CROLL, M. LOUISE	
CROLL, MICHAEL	
CROMARTIE, R. IAN T.	
CROMBIE, ANTHONY C.	
CROMBIE, GEORGE E.	
CROMBIE, SIR JAMES I.C.	
CROMER, Rt. Hon. EVELYN, 1st EARL OF	
CROMER, Rt. Hon. ROWLAND, 3rd EARL OF CROMER	
CROMIE, Captain CHARLES F.	
CROMPTON, R.A. NEIL	
CRONIN, MARTIN E.	
CROOK, KENNETH R.	
CRORKIN, COLIN	
CROSBIE, WILLIAM	
CROSBY, JOHN M.	
CROSBY, SIR JOSIAH	
CROSS, HARRIET	
CROSS, LINDA M.	
CROSS, Rt. Hon. SIR RONALD H., Bt.	Q2165584
CROSSLEY, GEOFFREY A.	
CROSTHWAIT, TIMOTHY L.	
CROSTHWAITE, SIR P. MOORE	
CROW, FRANCIS E.	
CROWE, SIR ARTHUR DE C.	
CROWE, SIR BRIAN L.	
CROWE, SIR COLIN T.	Q4241799
CROWE, SIR EDWARD E.T.F.	Q18528139
CROWE, ERIC E.	
CROWE, SIR EYRE A.B.W.	
CROWE, Captain FRITZ E.H.	
CROWE, SIR JOSEPH A.	
CROWSON, RICHARD B.	
CROWTHER, FRANCIS H.	
CRUICKSHANK, CHARLES G.	
CULLEN, J. BRIAN	
CULLIGAN, PHILIP D.	
CULLIMORE, CHARLES A.K.	
CULLUM, SARAH	
CULSHAW, ROBERT N.	
CULVER, JOHN H.	Q56798180
CUMBERBATCH, ABRAHAM C.	
CUMBERBATCH, ARTHUR N.	
CUMBERBATCH, HENRY A.	
CUMMING-BRUCE, Hon. SIR FRANCIS E. HOVELL-THURLOW	
CUMMINS, HERBERT A.C.	
CUMMINS, RODNEY R.	
CUNLIFFE, SIR JONATHAN S.	
CUNNINGHAM, SIR GEORGE	
CURLE, SIR JOHN N.O.	
CURRAN, TERENCE D.	
CURRIE, D. JAMES	
CURRIE, SIR JAMES	
CURRIE, Rt. Hon. SIR PHILIP H.W.	
CURSON, BERNARD R.	
CURTIS, SUSAN	
CUSDEN, VICTOR V.	
DAIN, SIR DAVID J.M.	
DALES, SIR RICHARD N.	
DALGLEISH, ANDREW S.	
DALLAS, SIR GEORGE E., Bt.	
DALTON, MAURICE L.	
DALTON, PETER G.F.	
DALTON, SIR RICHARD J.	
DALY, JAMES	
DALY, MICHAEL F.	
DANIEL, HAMISH ST. CLAIR	
DANIELL, RALPH A.	
DARBY, JANE	
DARKE, J.M. JAMIE	
DARLING, SUSAN	
D’ARNAUD-TAYLOR, GILBERT	
DARROCH, SIR N. KIM	Q6408545
DART, JONATHAN	
DARWIN, HENRY G	
DASHWOOD, JAMES E.B.	
DAUKES, Lieutenant-Colonel SIR CLENDON T.	
DAUNT, SIR TIMOTHY L.A.	
DAURIS, JAMES E.	
DAVENPORT, MICHAEL H.	
DAVEY, GEORGE	
DAVID, TIMOTHY J.	
DAVIDSON, ALAN E.	
DAVIDSON, BRIAN J.	Q18685637
DAVIDSON, CAROLYN J.	
DAVIDSON, JAMES A.	
DAVIDSON, JOHN W.O.	
DAVIDSON, SIR W. EDWARD	
DAVIES, DAVID G.	
DAVIES, EMRYS T.	
DAVIES, HAROLD E.	
DAVIES, HUGH L.	
DAVIES, IAN	
DAVIES, JONATHAN (JON) A.	
DAVIES, LAURA	
DAVIES, PATRICK J.	
DAVIES, PETER D.R.	
DAVIES, R.H. GLYN	
DAVIES, WILLIAM J.	
DAVIS, ARCHIBALD W.	
DAVIS, SIR CHARLES T.	
DAW, SYDNEY E.H.	
DAWBARN, SIR SIMON Y.	
DAWKINS, CLINTON G.	
DAWKINS, EDWARD J.	
DAY, SIR DEREK M.	Q3439240
DAY, MARTIN C.	
DAY, STEPHEN P.	
DEAN, C. ROY	
DEAN, SIR PATRICK H.	
DEAN, VICTORIA G.	
DEANE, ROBERT E.	
DEAR, ROBERT E.	
de BUNSEN, Rt. Hon. SIR MAURICE W.W., Bt.	
de BURLET, ROBERT P.	
de CHASSIRON, CHARLES R.L.	Q5084017
de COURCY-IRELAND, PATRICK G.	
de COURCY LING, JOHN	Q6265531
de COURCY-PERRY, SIR GERALD R.	
de FONBLANQUE, JOHN R.	
de FREITAS, SIR GEOFFREY S.	Q2545186
de la MARE, SIR ARTHUR J.	Q2865409
DENING, SIR M. ESLER	Q5398354
DENNE, CHRISTOPHER J.A.	
DENNIS, JOHN D.	
DENNY, ROSS P.	
DENSON, JOHN B.	
DENTON-THOMPSON, MERRICK A.B.	
DENYS-BURTON, SIR FRANCIS C.E., Bt.	
DERBY, Rt. Hon. EDWARD, 17th EARL OF	
DERING, SIR HENRY N., Bt.	
DERING, SIR HERBERT G.	
DE SALIS, SIR JOHN F.C.	
De SOUSA, LOUISE A.	
DES GRAZ, SIR CHARLES L.	
DEW, JOHN A.	
DEWAR, ROBERT S.	
DEWBERRY, DAVID A.	
DHOLAKIA, DANAE	
DIBBEN, MICHAEL A.C.	
DIBBLE, ROY E.	
DIBLE, JAMES K.V.	
DICK, COLIN	
DICKIE, HARRY E.	
DICKINSON, W. MARK L.	
DICKSON, GEORGE	
DICKSON, SARAH M.	
DICKSON, SPENSER S.	
DICKSON, WILLIAM A.	
DICKSON, WILLIAM J.	
DIGGINES, CHRISTOPHER E.	
DIMOND, PAUL S.	
DINWIDDY, BRUCE H.	Q4977384
DISBROWE, SIR EDWARD C.	Q5342463
DIXON, SIR CHARLES W.	
DIXON, JACK S.	
DIXON, SIR PIERSON J.	Q2094124
DOBBS, JOSEPH A.	
DOBBS, W. BERNARD J.	
DOBLE, DENIS H.	
DOBLE, JOHN F.	
DODD, CHARLES E.S.	Q56798162
DODD, THOMAS E.	
DODDRELL, JOHN	
DODDS, SIR JAMES L.	
DODDS, JOHN	
DODSON, SIR DEREK S.L.	
DONALD, SIR ALAN E.	
DONALDSON, BRIAN	
DONALDSON, IAN M.	
DONNELLY, SIR J. BRIAN	
DONNELLY, SIR MARTIN E.	
DOREY, GREGORY J.	
DORIA, WILLIAM	Q1681478
DORMAN, RICHARD B.	Q56798159
DORMER, SIR CECIL F.J.	
DORSET, Rt. Hon. JOHN F., 3rd DUKE OF	
DOUBLEDAY, JOHN G.	
DOUGAL, MALCOLM G.	
DOUGLAS, ANDREW S.	
DOUGLAS, GEORGE S.	
DOUGLAS, JANET E.	
DOW, SIR HUGH	
DOWNING, HENRY J.	
DOWSE, TIMOTHY M.	
DOYLE, PERCY W.	
DRACE-FRANCIS, CHARLES D.S.	Q5076964
DRAKE, FRANCIS	
DRAKE, HOWARD R.	Q1631782
DREW, JONATHAN	
DREW, PHILIPPA C.	
DREW, THOMAS	
DRINKALL, JOHN K.	Q6230136
DRUMMOND, Rt. Hon. SIR J. ERIC DRUMMOND	
DRUMMOND, RODERICK I.	
DRUMMOND, SIR VICTOR A.W.	
DRUMMOND, Rt. Hon. SIR WILLIAM	
DRUMMOND-HAY, Rt. Hon. SIR JOHN	
DRUMMOND WOLFF, Rt. Hon. SIR HENRY	
DRURY, ALAN H.	
DUDDY, IAN	Q27811450
DUDGEON, HENRY A.	
DUDLEY, SIR ALAN A.	
DUFF, Rt. Hon. SIR A. ANTONY	Q708430
DUFF, SIR C. PATRICK	Q56798267
DUFF, PATRICK C.	
DUFFERIN AND AVA, Rt. Hon. FREDERICK, 1st MARQUESS OF	
DUFFERIN AND AVA, TERENCE, 2nd MARQUESS OF	
DUFFIELD, LINDA J.	Q1749850
DUGDALE, ARNOLD C.	
DUGGAN, GORDON A.	
DUGGIN, SIR THOMAS J.	
DUKE, SIR CHARLES B.	Q56798282
DUN, PETER J.	
DUNBAR, ROBERT	
DUNCAN, DAVID F.	Q27909740
DUNCAN, SIR HAROLD H.	
DUNCAN, JOHN S.R.	
DUNCAN, JOHN S.	
DUNCAN, STANLEY F. ST.C.	
DUNDAS, ROBERT G.	
DUNLOP, ALEXANDER G.	
DUNLOP, Brigadier SIR JOHN K.	
DUNLOP, WILLIAM L.M.	
DUNN, DAVID H.	
DUNN, JONATHAN M.	
DUNN, WILLIAM N.	
DUNNACHIE, HUGH	
DUNNETT, DENZIL I.	
DUNROSSIL, JOHN, 2nd VISCOUNT	
DURAND, SIR H. MORTIMER	Q255988
DURHAM, Rt. Hon. JOHN, 1st EARL OF	
DURHAM, JOHN C.	Q56798293
DUTTON, JAMES M.	
DYMOND, CHARLES E.	
DYSON, JOHN A.	
EADEN, MAURICE B.	
EAST, KENNETH A.	
EASTON, Air Commodore SIR JAMES A.	
EASTWICK, EDWARD B.	Q326162
EASTWOOD, BASIL S.T.	
EASTWOOD, HAROLD E.	
EATON, MARTIN R.	
EDDEN, ALAN J.	
EDEN, Hon. WILLIAM G.	
EDES, J. MICHAEL	
EDGAR, C. GEORGE	Q19957878
EDGE, CHRISTOPHER J.	
EDGCUMBE, Hon. GEORGE	
EDIS, RICHARD J.S.	
EDMOND, COLIN A.	
EDMONDS, JOHN C	
EDMONDS, ROBERT (ROBIN) H.G.	
EDMONDS, WILLIAM S.	
EDMONDS-BOWN, CEDRIC W.G.	
EDMONDSON, GEORGE D’A.	
EDWARDES, Hon. HENRY G.	
EDWARDES, Hon. RICHARD	Q56808927
EDWARDS, DAVID M.	
EDWARDS, GEOFFREY F.	
EDWARDS, JOHN	
EDWARDS, JOHN C.	
EDWARDS, STEWART L.	
EGERTON, Rt. Hon. SIR EDWIN H.	
EGERTON, SIR STEPHEN L.	
EHRMAN, SIR WILLIAM G.	Q4532535
ELAM, J. NICHOLAS	Q56808662
ELDON, SIR STEWART G.	
ELDRIDGE, GEORGE J.	
ELGAR, ALAN G.	
ELGIN, Rt. Hon. THOMAS, 7th EARL OF	
ELIOT, Rt. Hon. SIR CHARLES N.E.	
ELIOT, EDWARD, LORD	
ELIOT, Hon. WILLIAM	
ELIOT, WILLIAM, LORD	
ELLINGWORTH, RICHARD H.	
ELLIOT, CAROLINE (CARMA) M.	
ELLIOT, SIR FRANCIS E.H.	
ELLIOT, Hon. GEORGE F.S.	
ELLIOT, Rt. Hon. SIR HENRY G.	
ELLIOT, Rt. Hon. HUGH	
ELLIOTT, HUGH S.	
ELLIOTT, JONATHAN (JON) A.	
ELLIOTT, MARK	
ELLIOTT, T. ANTHONY K.	
ELLIOTT, WILLIAM	
ELLIS, ALEXANDER W.	
ELLIS, JOSEPH S.	
ELLIS-REES, SIR HUGH	
ELMES, CAROLINE M.T.	
EMERY, ELEANOR J.	Q19872987
EMPSON, SIR CHARLES	
EMPSON, TERRY	
ENGLAND, BARRIE	
ERROLL, VICTOR, 21st EARL OF	
ERSKINE, DAVID, 2nd LORD	
ERSKINE, Hon. EDWARD M.	
ERSKINE, ROBERT	
ERSKINE, THOMAS E.	
ERSKINE, Rt. Hon. SIR WILLIAM A.F.	
ETHERINGTON-SMITH, R. GORDON A.	
EUAN-SMITH, COLONEL SIR CHARLES B.	
EVANS, ALEXANDER	
EVANS, SIR FRANCIS E.	Q5480870
EVANS, HUBERT J.F.	Q56798317
EVANS, JULIAN A.	
EVANS, LAURENCE J.	
EVANS, DAME M. GLYNNE D.	
EVANS, SIR RICHARD M.	
EVANS, STEPHEN N.	
EVANS, TREFOR E.	Q56798318
EVANS, SIR W. VINCENT J.	
EVERARD, JOHN V.	
EVERARD, TIMOTHY J.	
EVERETT, BERNARD J.	
EVERSON, SIR FREDERICK C.	
EWANS, SIR MARTIN K.	
EWART, JOSEPH	Q6282945
EWART-BIGGS, CHRISTOPHER E.	Q5112297
EYERS, PATRICK H.C.	
EYRES, SIR HARRY C.A.	
EYRES, HARRY M.	
EZARD, CLARENCE N.	
FABER, SIR RICHARD S.	
FABIAN, A. PAUL	
FAGAN, GEORGE	
FAIRCLOUGH, ANTHONY J.	
FAIRWEATHER, SIR PATRICK S.	
FAIRWEATHER, ROBERT	
FALCONER, Liutenant-Colonel SIR GEORGE A.	
FALL, SIR BRIAN J.P.	Q4963709
FALL, DAVID W.	
FALLA, PAUL S.	
FALLE, SIR SAM	Q15429021
FANE, SIR EDMUND D.V.	
FANE, Hon. JULIAN H.C.	
FARNALL, HARRY de la B. R.	
FARNWORTH, JUDITH M.	Q6303385
FARQUHAR, SIR HAROLD L.	
FARQUHARSON, ROBERT A.	
FARRANT, Colonel FRANCIS	
FARRAR, REX G.	
FARREL, JULIAN	
FAULKNER, L. GREGORY	
FAWCETT, SIR J. HENRY,	
FAWCETT, JOHN H.	
FEAN, SIR T. VINCENT	Q7931786
FEARN, SIR P. ROBIN	Q16017387
FEARNLEY, JOHN T.	
FEATHERSTONE, SIMON M.	Q16192700
FELL, JOHN R.M.	
FELL, RICHARD T.	Q3080951
FELL, ROBERT	
FELTON, IAN	
FENN, SIR NICHOLAS M.	Q16239537
FENN, ROBERT D.R.	
FENTON, HENRY P.	
FERGUSON, CHRISTINE J.	
FERGUSON, EDWARD A. deP.	
FERGUSSON, SIR EWEN A.J.	Q4535628
FERGUSSON, Hon. GEORGE D.	
FERNIE, ALISTAIR	
FFRENCH, ROBERT P.	
FIDLER, MARTIN A.	
FIELD, E. JOHN	
FIELDING, FRANK S.	
FIELDING, SIR LESLIE	Q6530806
FIFOOT, PAUL R.N.	
FIGG, SIR LEONARD C.W.	Q24680566
FIGGIS, SIR ANTHONY ST.J. H.	
FILLITER, DOUGLAS F.S.	
FINCH, Major JOHN P.G.	
FINDLAY, SIR MANSFELDT de C.	Q15971082
FINGLAND, SIR STANLEY J.G.	Q7599600
FINLAYSON, GEORGE	
FINLAYSON, GEORGE S.	
FINN, ALEXANDER	
FISH, ARTHUR Y.	
FISHER, SIR GODFREY A.	
FISHER, JOHN M.	
FISHER, RICHARD C.	
FISHER, SIMON J.	
FISHER, STEVEN M.	
FITCHETT, ROBERT D.	
FITTON, DAVID J.	
FITTON-BROWN, EDMUND	
FITZGERALD, LORD ROBERT S.	Q26220079
FITZHERBERT, GILES E.	
FITZMAURICE, SIR GERALD G.	Q1509871
FLACK, BERTRAM A.	
FLAHERTY, PAUL	
FLEAR, TIMOTHY C.F.	
FLETCHER, THOMAS S.F.	
FLOUD, SIR FRANCIS L.C.	Q16003830
FLOWER, ROBERT P.	
FLYNN, JOHN G.	
FONTANA, RAPHAEL A.	
FORBES, Hon. FRANCIS R.	
FORBES, MATTHEW K.	
FORBES, SIR V. COURTENAY W.	
FORBES-MEYLER, JOHN W.	
FORBES SMITH, MICHAEL	
FORD, ANTONY	
FORD, Rt. Hon. SIR F. CLARE	Q5126162
FORD, HUGH A.	
FORD, SIR JOHN A.	
FORD, JOSEPH F.	
FORD, PETER W.	
FORD, ROBERT W.	
FORDHAM, SIR A. STANLEY	
FORSTER, HENRY F.	
FORSTER, SIR OLIVER G.	
FORSTER, RALPH G.E.	
FORT, DAME MAEVE G.	Q6729391
FORTESCUE, SIR J. ADRIAN	
FOSTER, Rt. Hon. SIR AUGUSTUS J., Bt.	
FOSTER, PETER M.	
FOULDS, LINTON H.	
FOWLER, DENNIS H.	
FOWLER, PETER J.	
FOWLER, REES J.	
FOWLER, SIR ROBERT W.D.	
FOX, SIR HARRY H.	
FOX, Hon. HENRY E.	
FOX, General the Hon. HENRY E.	
FOX, HENRY S.	
FOX, PAUL L.	
FOX, ROY	
FOX-STRANGWAYS, Hon. WILLIAM T.H.	Q8009278
FRANCIS, A. DAVID	
FRANCIS, SIR PHILIP	
FRANKLIN, ALBERT A.E.	
FRANKS, Rt. Hon. SIR OLIVER S.	
FRASER, SIR A. RONALD	
FRASER, CHARLES H.	
FRASER, SIR EVERARD D.H.	
FRASER, GILLIAN	
FRASER, HUGH	
FRASER, JAMES D.	
FRASER, SIR SIMON J.	
FRASER-TYTLER, Lieutenant-Colonel SIR WILLIAM K.	
FREELAND, SIR JOHN R.	
FREEMAN, Rt. Hon. JOHN	Q4356465
FREEMAN, JOHN P.G.	Q56808524
FREEMAN, WENDY P.	
FREESE-PENNEFATHER, HAROLD W.A.	Q56808652
FRENCH, NEVILLE A.I.	
FRENCH, ROGER	
FRERE, BATHOLOMEW	
FRERE, Rt. Hon. JOHN H.	
FRETWELL, SIR M. JOHN E.	Q15989990
FROST, DAVID G.H.	
FROST, MICHAEL E.	
FRY, SIR GRAHAM H.	Q4492302
FRY, SIR LESLIE A.C.	
FULLER, ELEANOR M.	
FULLER, SIMON W.J.	
FULLERTON, PETER G.P.D.	
FULLERTON, WILLIAM H.	
FURLONGE, SIR GEOFFREY W.	
FURNESS, ALAN E.	
FYJIS-WALKER, RICHARD A.	
FYNES-CLINTON, DAVID O.	
GAGE, SIR BERKELEY E.F.	
GAINER, SIR DONALD St.C.	
GAISFORD, HUGH W.	
GALE, MALCOLM	
GALLAGHER, BRIAN	
GALLAGHER, F.G. KENNA	
GALLAGHER, FRANCIS X.	
GALLAGHER, SIMON	
GALLARD, JILL	
GALLIENNE, WILFRED H.	
GALLOP, RODNEY A.	
GALLOWAY, RACHEL	
GALSWORTHY, SIR ANTHONY C.	Q4772568
GALSWORTHY, SIR ARTHUR N.	
GALSWORTHY, SIR JOHN E.	
GALVEZ, ELIZABETH A.	
GAMBLE, SIR F. HERBERT	
GANDEE, JOHN S.	Q19787181
GANDY, CHRISTOPHER T.	
GARDENER, SIR A.JOHN	
GARLIKE, BENJAMIN	
GARNER, FREDERIC F.	
GARNER, JOHN D.	
GARNER, SIR J.J. SAVILLE	
GARNETT, BERNARD J.	
GARNETT, WALTER J.	
GARRAN, SIR I. PETER	
GARRETT, CHARLES E.	
GARSIDE, BERNHARD H.	
GARSIDE, ROGER R.	
GARTH, ANDREW J.	Q23891986
GARVEY, SIR TERENCE W.	Q14865387
GASCOIGNE, SIR ALVARY D.F.	
GASELEE, SIR STEPHEN	
GASKELL, PAUL	
GASS, SIR SIMON L.	Q2287503
GATES, HELEN D.	
GATES, HORACE F.A.	
GATES, MAURICE B.,	
GATTY, TREVOR T.	
GAULD, JOSEPHINE L.L.	
GAULT, CHARLES A.	
GAUTREY, PETER	
GEDDES, Rt. Hon. SIR AUCKLAND	
GEE, TIMOTHY H.	
GELLING, WILLIAM J.	
GEMMELL, RODERICK	
GEORGE, ANDREW N.	Q597765
GEORGE, SIR ANTHONY H.	
GEORGE, PETER J.	
GEORGE, TIMOTHY J.B.	
GERKEN, IAN	
GIBB, FIONNA	
GIBBS, Hon. SIR EUSTACE H.B.	
GIBBS, SIR FRANK S.	
GIBSON, JOHN P.	
GIBSON, ROBERT W.	
GIDDENS, RICHARD G.	
GIFFARD, SIR C. SYDNEY R.	Q7659943
GIFFORD, Hon. EDWARD S.	
GIFFORD, MICHAEL J.	Q16239676
GILCHRIST, SIR ANDREW G.	Q4757087
GILL, STUART W.	Q19663998
GILLETT, SIR MICHAEL C.	
GILLETT, SARAH	Q17050252
GILLHAM, GEOFFREY C.	
GILLIAT-SMITH, BERNARD J.	
GILLIAT-SMITH, GUY B.	
GILLMORE, SIR DAVID H.	Q4138312
GILMARTIN, HUGH	
GIVEN, EDWARD F.	
GLADSTONE, DAVID A.S.	
GLASBY, A. IAN	
GLASS, SIR LESLIE C.	
GLASSE, THOMAS H.	
GLAZE, MICHAEL J.C. (JAMES)	
GLENNY, WILLIAM J.	
GLOVER, EDWARD C.	
GLOVER, GRAHAM D.	
GLOVER, JESSICA E.	
GODDEN, CHARLES H.	
GODFREY, SIR WALTER	
GODOLPHIN OSBORNE, SIR F. D’ARCY	Q336936
GODSON, ANTHONY	
GOLDIE, ROBERT G.	
GOLDS, ANTHONY A.	
GOLDSMITH, ALEXANDER (ALICK) K.	
GOLDSTEIN, MARA	
GOLLAN, SIR ALEXANDER	Q19519992
GOMERSALL, SIR STEPHEN J.	Q4147086
GOMM, WILLIAM	
GOOCH, ANTHONY J.	
GOODALL, Rt. Hon. SIR ALASTAIR R.	
GOODALL, SIR A. DAVID S.	Q5234222
GOODDEN, ABINGTON	
GOODENOUGH, SIR ANTHONY M.	
GOODERHAM, PETER O.	Q7174287
GOODFELLOW, MARK A.	
GOODING, MARK	
GOODISON, SIR ALAN C.	
GOODWIN, CHARLES A.	
GORDON, BRIAN W.	
GORDON, DONALD M.cD.	
GORDON, GEORGE J.R.	
GORDON, J. FRANCOIS	Q5484649
GORDON, JOHN K.	
GORDON, R. DOUGLAS	
GORDON, Rt. Hon. SIR ROBERT	
GORDON, ROBERT A.G.	
GORDON-LENNOX, LORD NICHOLAS C.	Q588286
GORDON-MACLEOD, DAVID S.	
GORDON-SMITH, DAVID G.	
GORE, MICHAEL E.J.	
GORE, PHILIP Y.	
GORE, Captain the Hon. ROBERT	
GORE-BOOTH, Hon. SIR DAVID A.	Q4171967
GORE-BOOTH, SIR PAUL H.	Q4143367
GORHAM, ROBIN S.	
GORING-MORRIS, REX	
GORST, SIR ELDON F.	Q3176685
GOSCHEN, Rt. Hon. Sir W. EDWARD, Bt.	Q87446
GOSLING, SIR AUDLEY C.	
GOSLING, CECIL W.G.	Q56798322
GOSSELIN, SIR MARTIN LE M. H.	
GOUGH, HUGH, 3rd VISCOUNT	
GOUGH, JUDITH	Q21662922
GOULD, SIR BASIL J.	
GOULD, EDWARD B.	
GOULD, GERARD F.	
GOULD, MATTHEW S.	Q6790583
GOULD, ST. JOHN B.	
GOULD-DAVIES, NIGEL J.	
GOULDEN, SIR P. JOHN	
GOULDING, SIR MARRACK I.	Q3294831
GOULTY, ALAN F.	
GOWAN, DAVID J.	Q56798325
GOWER, Rt. Hon. GEORGE G., EARL GOWER	
GOWLLAND, G. MARK	
GOZNEY, SIR RICHARD H.T.	Q1278584
GRADY, TERENCE	
GRAFFTEY-SMITH, SIR LAURENCE B.	Q1237757
GRAHAM, SIR JOHN A.N., Bt.	
GRAHAM, KATHLEEN M.	
GRAHAM, Rt. Hon. SIR RONALD W.	
GRAHAM, WALTER G.C.	
GRAHAME, Rt. Hon. SIR GEORGE D.	
GRAINGER, JOHN A.	
GRANT, ANN	
GRANT, SIR JOHN D.K.	
GRANT DUFF, SIR ARTHUR C.	
GRANT DUFF, SIR EVELYN M.	Q1381783
GRANT WATSON, HERBERT A.	
GRANT WATSON, ROBERT	
GRANVILLE, Rt. Hon. GRANVILLE, 1st EARL	
GRANVILLE, Rt. Hon. GRANVILLE, 3rd EARL	
GRATTAN, SIR EDMUND A.	
GRAVES, SIR HUBERT A.	
GRAVES, SIR ROBERT W.	
GRAY, DAVID	
GRAY, EDWARD F.	
GRAY, J. CHARLES R.	
GRAY, SIR JOHN W.D.	
GREATBATCH, SIR BRUCE	
GREAVES, JEFFREY	
GREAVES, SIR JOHN B.	
GREEN, ALAN S.	
GREEN, SIR ANDREW F.	
GREEN, SIR JOHN	
GREEN, SIR WILLIAM KIRBY M. 	
GREENE, Rt. Hon. SIR W. CONYNGHAM	Q1724949
GREENHILL, BASIL J.	Q4867167
GREENHILL, SIR DENIS A.	Q5257263
GREENLEAVES, HERBERT L.	
GREENSHIELDS, ROBERT M.	
GREENSTOCK, SIR JEREMY Q.	Q6181400
GREENSTREET, MICHAEL J.	
GREENWAY, JOHN D.	Q56798326
GREENWOOD, J. RUSSELL	
GREG, SIR ROBERT H.	
GREGAN-CRAUFURD, SIR JAMES, Bt.	
GREGORY, JOHN D.	
GREGORY-HOOD, PETER C.F.	
GREGSON, STUART W.	
GREVILLE, ALGERNON F.	
GREVILLE, SIR GEORGE	
GREY, ALAN H.	
GREY, HUGH K.	
GREY, SIR PAUL F.	
GREY, Hon. WILLIAM G.	
GRIER, PATRICK A.	
GRIFFIN, SIR L. CECIL L.	
GRIFFITH, OWEN G.	
GRIFFITH, PHILIP	
GRIFFITHS, G.F.	
GROSS, SOLOMON J.	
GROSVENOR, Hon. THOMAS F.	
GUCKIAN, NOEL J.	
GUDGEON, STANLEY H.	
GUEST, MELVILLE R.J.	Q6813875
GUHA, PRIYA V.	
GURNEY, SIR HUGH	Q18109082
GURNEY, MARTYN P.C.	
GURNEY, TIM	
GURNEY, WENTWORTH M.	
GUY, FRANCES M.	Q16193132
GUY, JOHN W.	
GWATKIN, ANDREW	
GWYNN, ROBERT (ROBIN) C.P.	
GYBBON-MONYPENNY, H. REGINALD D.	
GYE, ERNEST F.	
HABBERJAM, BARBARA	
HADOW, SIR R. MICHAEL	Q6830897
HADOW, SIR ROBERT H.	Q56808516
HAGGARD, SIR GODFREY D.N.	Q15967708
HAGGARD, SIR WILLIAM H.D.	
HAIGH, A. ANTHONY F.	
HAILES, DANIEL	Q4993538
HAILEY, NICHOLAS J.	
HAINES, SIR CYRIL H.	
HAINING, THOMAS N.	
HAINWORTH, HENRY C.	Q5722451
HALE, H. E. JOHN	
HALEY, PHILIP W.R.C.	
HALFORD-MACLEOD, AUBREY S.	
HALIFAX, Rt. Hon. EDWARD, 1st EARL OF	
HALL, ALFRED C.	
HALL, ANDREW R.	
HALL, CHARLES H.	
HALL, DAVID J.	
HALL, FRANCIS W.	
HALL, GEORGE E.	
HALL, H. PETER	
HALL, SIR PETER E.	Q7174487
HALL. PHILIP R.	
HALL, W.JOHN	
HALL HALL, ALEXANDRA M.	
HALL HALL, SIR HERBERT	
HALL-PATCH, SIR EDMUND L.	Q18576066
HALLETT, EDWARD (TED) C.	
HAMILTON, CHARLES A.	
HAMILTON, FREDERIC DOUGLAS	
HAMILTON, HAMILTON C.J.	
HAMILTON, JOHN A. de C.	
HAMILTON, TERRICK	
HAMILTON, Rt. Hon. SIR WILLIAM	
HAMILTON, WILLIAM A.B.	
HAMILTON, WILLIAM R.	
HAMLEY, DONALD A.	
HAMMETT, HAROLD G.	
HAMMOND, Rt. Hon. EDMUND	
HAMMOND, GEORGE	
HAMPDEN-TREVOR, Rt. Hon. JOHN	Q6237509
HAMPSHIRE, SIR G. PETER	
HAMYLTON JONES, KEITH	
HANBURY-TENISON, SIR RICHARD	
HANCOCK, SIR PATRICK F.	Q11813525
HAND, GRAHAM S.	
HAND, JESSICA M. (formerly PEARCE)	
HANHAM, LEONARD E.	
HANKEY, Hon. HENRY A.A.	
HANKEY, ROBERT, 2nd LORD	
HANKINSON, SIR WALTER C.	
HANNAM, MICHAEL P.V.	
HANNAY, SIR DAVID H.A.	
HANNEN, SIR NICHOLAS J.	
HANNIGAN, ROBERT P.	
HARBORNE, PETER G.	
HARDIE, MICHAEL J.	
HARDING, SIR EDWARD J.	
HARDING, SIR G. WILLIAM	
HARDINGE, Rt. Hon. SIR ARTHUR H.	Q709771
HARDINGE, Rt. Hon. SIR CHARLES. K.G.	
HARDMAN, JAMES A.	
HARE, PAUL W.	
HARFORD, FREDERIC D.	
HARLECH, Rt. Hon. DAVID, 5th LORD	
HARLECH, Rt. Hon. WILLIAM, 4th LORD	Q2908365
HARPER, MONICA C.	
HARPHAM, SIR WILLIAM	
HARRINGTON, Lieutenant-Colonel SIR JOHN L.	
HARRIS, ANTHONY D.	
HARRIS, COLIN G.	
HARRIS, Admiral the Hon. SIR EDWARD A.J.	
HARRIS, GEORGE	
HARRIS, MARTIN F.	
HARRIS, SIR THOMAS G.	
HARRISON, DAVID M.	
HARRISON, FRANCIS A.K.	
HARRISON, SIR GEOFFREY W.	Q1503062
HARRISON, HERBERT W.B.	
HARRISON, JOHN C.	
HARRISON, RONALD C.G.	
HARRISON, W. ALISTAIR	Q4727292
HARRISS-GASTRELL, JAMES P.	
HARRISS GASTRELL, WILLIAM S.	
HARRISSON, KATE	
HARROD, JEAN	
HART, GUY W.P.	
HART, SIR ROBERT, Bt.	
HART, ROGER D.	Q56808066
HARTLAND-SWANN, JULIAN D.N.	
HARVEY, ALAN F.R.	
HARVEY, C. PAUL D.	
